VMA;lat;lon
130;45.336059;1.897309
90;48.91851;2.4287
70;47.21546;6.01039
70;47.2689;-2.16216
110;44.3661;0.71799
130;46.36676;-0.24599
70;44.17134;4.1417
70;44.1597;4.11727
130;45.40673;1.54349
70;47.29741;-2.1781
110;43.03837;1.63081
110;43.00666;1.61395
70;48.83909;2.21819
90;45.62526;0.18197
80;44.36242;4.97357
110;49.05871;2.00108
80;48.73513;7.56088
90;44.49767;5.72982
110;46.18881;1.94373
130;43.38307;1.61627
110;45.87073;4.49003
90;48.01486;1.87802
110;49.35733;4.20701
110;46.89758;3.15586
110;50.60194;3.23831
110;50.63674;2.94271
110;50.59951;3.16691
70;43.12708;5.91399
130;43.41365;6.44353
130;43.40185;6.37457
110;45.1414;0.78467
80;45.1195;5.69777
90;48.5114;0.52725
80;50.18858;2.48978
80;42.8106;2.58284
80;48.27367;7.05329
80;42.81419;2.517
80;46.16369;-1.25652
70;45.84573;-1.16425
90;47.99532;1.88102
70;48.84848;2.23188
90;45.02639;4.70022
70;43.73209;7.3822
90;46.97842;4.70572
110;47.93048;-2.3229
110;46.00271;1.33829
110;48.62839;2.25647
110;48.63465;2.21811
110;48.20972;-1.7373
80;47.40431;0.89766
80;50.22812;2.61717
90;43.29128;5.4851
90;43.2881;5.49962
80;49.12805;1.51311
110;47.8626;-3.56
70;43.3289;-0.34774
80;47.12449;6.58803
70;47.33677;4.98498
80;44.11388;4.61515
130;45.55432;5.35899
70;43.12053;5.9509
130;46.04019;6.24737
110;45.14001;1.48893
110;45.10495;1.51677
130;45.38041;-0.60107
90;48.24962;2.34397
80;50.68241;1.75535
110;46.7384;4.62619
90;43.5835;5.14233
110;43.56671;3.84122
110;43.66697;4.00758
90;48.28312;2.39346
70;16.24172;-61.48463
50;16.253985;-61.523193
90;16.25361;-61.535
50;16.01857;-61.74695
50;15.98802;-61.72533
50;16.2616;-61.50051
50;16.34226;-61.45525
50;16.24913;-61.5397
50;16.08011;-61.76329
80;16.28609;-61.28784
80;16.260363;-61.627314
50;16.31154;-61.48647
80;16.130857;-61.579819
70;16.208144;-61.629509
70;16.21689;-61.48288
90;16.2194;-61.516
80;15.98781;-61.63508
80;16.25552;-61.27959
80;16.25516;-61.31477
70;15.99034;-61.68565
50;16.096314;-61.563125
90;16.23313;-61.5238
110;16.210323;-61.601964
110;16.234572;-61.589829
90;16.24448;-61.52398
70;16.20756;-61.4455
70;14.61428;-61.09727
70;14.436376;-60.873285
50;14.72756;-61.18011
50;14.75821;-61.18557
90;14.496824;-60.976771
70;14.528122;-60.98237
90;14.58724;-60.981538
70;14.59521;-60.872771
60;14.61154;-61.06998
70;14.65762;-61.1503
80;14.664147;-60.968178
70;14.67681;-60.94526
80;14.715262;-60.948545
70;14.74541;-60.975426
80;14.809403;-61.020923
70;14.77735;-61.12338
70;14.620252;-60.993065
80;14.527844;-60.995136
90;14.605264;-61.002938
90;14.604801;-61.002991
70;14.60869;-61.04251
50;14.53837;-61.06327
90;14.61842;-61.02745
50;;
50;14.656741;-60.935182
90;14.6958;-60.9415
50;14.76661;-61.12295
50;14.77735;-60.99114
50;14.636444;-61.009151
50;14.86584;-61.1118
70;14.468498;-60.928397
70;14.59663;-60.99623
90;14.633145;-60.977647
90;14.59217;-60.98353
70;14.608;-61.04221
90;14.63629;-60.97747
80;14.753024;-60.978684
90;14.617996;-61.034997
60;14.611459;-61.065368
70;14.74962;-61.169185
50;14.781488;-61.207859
70;-20.886717;55.488914
90;-21.302367;55.501305
70;-20.882277;55.463564
70;-20.88635;55.48366
90;-21.03179;55.25272
80;-21.23431;55.30029
110;-21.33213;55.46488
50;-21.369328;55.576697
50;-21.370958;55.719294
110;-20.9569;55.6573
110;-21.30191;55.42568
110;-21.236908;55.313936
110;-21.3148;55.4401
70;-21.119716;55.643875
50;-21.001212;55.591985
50;-20.984374;55.626857
90;-20.886149;55.49496
90;-20.889157;55.500799
110;-20.981281;55.29393
110;-21.294817;55.50982
110;-20.90268;55.54945
50;-21.13045;55.8006
90;49.363062;6.123833
80;49.38231;4.57778
80;49.600522;4.232138
80;49.39828;4.71808
80;49.89061;4.63049
80;49.22405;0.9473
80;48.967693;0.933579
70;49.10432;0.929737
80;48.825966;1.011425
90;46.576805;2.012493
90;47.481523;0.765248
70;47.369111;0.746502
70;47.282976;-2.311952
70;47.203363;-1.622706
80;47.638267;-1.985132
90;48.163266;2.12795
90;47.897559;2.279703
90;48.022269;1.96654
90;48.01632;2.110277
90;47.940248;2.356094
80;49.084022;2.529935
70;48.146022;-0.293951
80;47.721241;6.305224
80;47.795687;6.402158
80;47.62455;6.205723
90;47.316491;5.741033
80;48.722639;2.698663
90;48.456025;2.604879
70;48.692508;3.187243
70;48.770279;1.985089
50;48.945376;2.061219
80;49.970045;2.405889
80;49.9715;2.544932
80;46.754039;-1.097273
80;46.670675;-1.45903
80;46.799091;-1.44719
70;48.978593;1.720196
50;47.981945;2.752887
80;47.561972;1.305444
80;49.549722;3.620533
80;49.085543;0.574047
80;49.01144;1.328722
70;46.996099;2.508743
90;46.736161;2.362512
90;47.963419;5.642628
90;48.03731;5.402872
80;47.857508;5.36933
70;48.646529;4.871766
70;49.036297;3.252408
80;49.987196;3.917941
80;47.837727;-3.340261
70;48.616234;-2.015265
70;49.281269;1.850355
50;49.360707;1.768839
90;47.87138;2.737628
90;47.641195;2.580796
90;47.794923;2.437363
80;47.540291;1.281467
80;47.649487;1.444083
80;48.885761;0.930593
80;47.294033;2.212425
80;47.079121;2.298532
70;50.06921;2.323364
80;49.987071;2.113931
80;49.599559;2.970228
80;49.141868;2.539706
90;48.107847;5.077994
70;49.839249;3.474709
80;47.556177;-2.395726
80;49.603306;2.32083
80;48.020599;-1.814665
90;47.674316;1.328694
80;48.045818;-1.630363
70;48.059021;-1.791385
90;48.689106;0.669449
80;46.471857;4.669973
50;48.170001;0.578827
90;48.114322;0.345687
50;47.671984;6.923822
90;48.587108;-0.291599
80;48.785428;0.664265
80;47.565157;6.927857
90;46.37637;4.862027
90;49.161935;4.199394
90;48.580913;-0.408428
80;48.327402;-1.099823
80;48.022738;-1.195666
90;48.563478;-0.708854
90;48.807575;-0.562458
90;48.340888;0.758801
50;48.763807;4.5854
70;46.55722;4.940732
50;46.824424;4.367908
70;46.82011;1.732103
80;48.77983;3.052633
80;49.362353;0.441016
80;47.460595;-2.076577
80;48.716081;0.862831
90;49.266024;2.456052
80;48.682256;0.8037
80;48.836181;7.918737
90;47.964603;3.813087
80;49.408353;4.368647
80;48.863158;7.700858
70;49.145559;2.679875
80;47.232082;0.104168
80;47.566734;0.956813
70;48.171336;3.2612
50;48.665377;2.339855
50;48.9957;1.931496
50;49.019351;1.610821
80;47.291326;0.809702
70;49.226461;0.754489
80;46.908651;-0.997671
80;46.428209;-0.835622
80;46.65887;-1.816938
70;47.599404;7.385392
80;47.401925;0.86879
80;49.154674;0.722231
70;48.640155;7.807838
80;48.472298;-0.175322
70;48.452793;7.71673
70;47.25378;-1.520972
90;46.552329;6.014143
80;49.335377;1.384338
80;47.962949;3.728577
90;48.97211;2.090438
50;48.942542;2.123953
50;48.989768;1.846032
90;47.920362;4.018639
80;49.402008;6.283412
80;46.518705;-1.432076
80;49.256067;-0.13309
90;47.877848;3.593981
80;49.177072;1.271833
90;48.23808;4.44
80;48.861017;7.462815
80;48.499886;-2.951411
80;48.066497;3.811309
70;48.068564;1.236447
50;49.38175;2.619439
80;49.220886;1.645147
90;47.57091;3.782027
90;49.51505;0.994715
80;46.923149;-1.886588
80;46.487656;-0.898579
80;47.002964;-1.151521
80;49.335572;0.919475
80;49.352998;5.862701
80;46.47488;-1.074161
80;47.629229;7.209705
90;48.644683;1.28401
80;47.864399;1.935635
70;47.86329;1.971511
70;47.974854;2.73875
70;49.239631;-0.188739
90;48.529774;1.317324
90;48.286396;3.956241
90;48.05195;1.429908
90;48.494651;1.694792
70;48.846425;1.534733
70;48.268916;7.321013
80;47.747995;7.11765
90;46.802022;5.575895
80;49.495203;1.684884
90;47.054206;3.73144
50;46.859164;-1.809982
70;47.329804;1.696772
80;48.424428;-1.450238
80;50.418405;2.413996
90;49.147187;5.383376
90;48.261405;4.085178
80;48.227529;6.518401
80;47.840783;-1.720915
80;49.385356;1.259784
90;48.520505;4.810169
70;47.802911;0.315505
80;48.050064;-0.86747
80;49.554309;0.435647
70;49.618422;3.459102
50;46.945512;3.121233
50;50.461908;2.894868
80;48.544756;-1.914274
90;46.989348;3.258549
80;47.816397;5.497677
70;48.886362;-0.238231
70;47.218763;-1.650254
50;49.893315;3.910781
70;49.838324;3.284178
80;47.835802;7.341602
70;47.91627;0.82506
80;49.397047;3.174093
90;48.242516;3.699671
80;48.443143;1.957466
90;47.543172;6.508859
90;48.152362;6.564044
80;49.648851;2.752146
70;48.604412;5.028737
50;48.285145;5.487235
90;47.158616;0.646876
80;49.607133;3.504562
80;49.999464;1.538539
50;49.66735;2.914974
50;50.253413;3.162564
80;50.254136;1.661584
90;48.1959;6.046958
90;48.350287;0.407359
80;48.062079;-1.302181
80;48.343074;-1.221384
80;49.054215;1.9597
80;47.703123;5.939888
80;47.711803;6.522589
70;48.647381;-1.902344
90;47.389372;2.055002
80;47.662669;6.375459
80;49.088679;2.415471
90;47.685545;6.107895
80;48.794388;2.864322
90;48.020768;-0.096186
90;48.484515;5.113142
80;47.658535;6.364061
80;47.887244;6.911139
80;47.904858;-3.996853
80;48.5062;-4.303587
80;47.969834;-3.959823
50;49.223201;2.611601
80;49.534243;4.376005
80;49.416314;2.420211
50;49.162193;4.011483
90;47.614278;-0.766068
90;46.844838;3.418052
80;48.958685;2.97644
80;49.656218;4.88655
80;49.675369;5.092511
80;48.764821;-3.079707
80;46.611819;-1.039448
70;47.070678;-0.901965
80;48.846424;7.207202
80;47.467291;6.097632
50;46.993506;2.169022
80;48.416706;-2.842867
90;47.204714;2.319611
;46.719342;-1.672903
90;47.530024;-0.420395
80;46.928604;-1.261893
90;48.78429;5.19624
80;46.615584;-1.355113
80;48.640378;6.90494
90;48.746032;-0.243334
50;47.722508;6.877833
90;48.748866;5.120951
90;49.18153;0.227022
50;47.48862;-0.509512
80;48.800175;-1.523602
70;47.012063;2.727598
70;47.01314;2.722533
50;48.917714;5.240145
50;48.65226;0.761
70;48.911861;-0.489098
80;48.980755;6.747584
90;48.457419;0.546958
70;48.840292;-0.987786
80;48.922373;7.108285
80;49.69803;3.270358
80;49.863192;4.629589
80;46.812743;6.36378
80;46.812857;6.363665
90;47.283775;6.821357
70;47.132307;6.558547
50;47.465136;6.702792
90;46.978893;6.441604
80;47.743056;2.014745
70;48.94735;4.36043
90;47.142314;6.37561
90;47.483614;0.767494
90;47.437343;5.110995
80;48.078801;6.787159
70;47.222135;5.961589
80;48.743296;0.85396
90;46.632641;1.256907
80;48.274769;-1.151327
80;48.542907;1.546044
90;47.44132;5.87551
90;47.173073;5.495417
80;48.385123;6.944089
80;48.241622;-3.336902
90;47.560403;0.609798
80;46.698486;-1.350469
80;48.719662;3.534204
80;49.938251;3.244199
80;48.645602;-3.005312
80;48.101444;-2.262687
70;49.176793;-0.514998
110;49.743353;2.677186
90;47.331726;6.365523
80;47.433976;-1.827675
90;46.791485;1.597762
80;46.977075;2.069324
90;47.295995;2.78398
80;47.114258;2.611661
90;49.003139;-0.048771
80;48.746216;0.98941
50;47.194601;-1.625194
70;47.35365;-1.254716
80;48.987931;6.774012
90;47.959867;5.273529
80;47.787705;-3.453169
90;46.97565;1.16756
50;49.204557;1.864966
50;49.402358;2.970817
50;49.396919;3.06283
50;49.531131;3.106615
80;49.592024;3.003742
50;49.402859;3.011194
70;49.392154;2.798191
50;49.184661;2.895344
50;49.216903;2.422571
80;49.243374;2.495768
90;49.204642;2.630713
50;49.089203;2.75341
70;49.630205;2.359971
80;49.490743;2.312582
80;49.5622;2.565169
50;49.266354;2.585842
50;49.315373;2.738204
50;49.122743;2.533166
50;49.226934;2.348665
50;49.226053;2.765501
50;49.117928;3.064488
50;49.198061;2.846526
50;49.234973;2.856629
50;49.121554;2.857849
50;49.235132;2.987522
50;49.111055;2.60511
50;49.242445;2.129476
50;49.34247;2.096667
70;48.774596;2.608629
50;49.354681;2.17671
80;49.604913;2.720967
50;49.434799;2.642583
50;49.4182;1.943156
90;47.565818;6.276614
80;48.004992;0.370729
80;47.91678;0.073195
80;49.580283;0.730021
90;48.305176;2.50864
70;47.918051;3.713036
90;49.403242;2.669548
90;46.998681;4.797964
90;46.935249;4.669236
90;47.051931;6.648888
70;48.586077;-1.90817
80;49.981997;1.601011
90;48.65295;-0.5008
90;48.72395;0.65509
50;47.213901;2.101499
80;49.214644;1.59325
70;49.397167;2.124968
80;49.06413;1.031071
80;47.381252;0.767416
70;47.447281;0.613059
70;48.454849;-2.648904
90;48.461039;3.896049
50;47.512258;3.840141
90;49.23639;3.980107
80;48.719;-1.40957
80;48.346649;-2.495028
50;48.983066;2.362558
80;48.493629;3.885719
50;48.966957;6.549284
50;46.86836;5.716326
70;48.923728;6.038174
50;49.258724;4.075371
50;49.414119;2.066863
80;49.489118;2.14973
50;49.176302;2.226707
80;47.622068;-2.897014
90;49.16919;1.75875
80;49.517695;3.753013
50;49.392438;2.207859
70;49.23847;6.067102
70;48.872411;2.433814
70;47.254427;-1.522285
80;49.535375;2.947051
50;49.293395;2.570495
70;49.674682;1.910639
80;48.086391;-3.55019
70;48.313731;-3.148665
50;49.588354;2.005227
90;47.196946;6.173395
70;48.418385;-0.008779
50;47.421872;-1.297381
50;48.640497;6.253813
80;49.508427;2.016528
50;49.562244;1.911258
50;49.432336;2.043956
50;49.430833;2.837027
50;47.129494;6.569194
80;49.562536;3.643757
70;48.725181;3.837921
90;48.134441;1.340886
80;49.140137;0.652221
50;47.75802;7.35231
80;47.86337;-2.81939
80;47.739729;-2.438225
80;47.334601;3.34662
80;48.380434;-2.494375
50;49.317395;1.774467
70;48.489933;-1.737007
50;49.457021;2.006
90;48.811349;-0.820459
70;48.77442;2.150212
90;47.53231;0.83987
80;50.533493;2.605234
80;49.11601;6.305216
70;48.138589;5.050104
90;48.267371;4.610399
80;49.472644;2.079106
80;49.680722;3.057832
70;49.469401;0.950324
50;49.665077;1.812756
50;48.769956;2.424164
50;50.213211;2.559376
70;48.77157;1.16163
50;48.45466;4.96261
50;46.734461;2.524086
80;47.849181;3.624761
50;49.241198;3.031432
80;48.390184;-2.627093
70;49.367317;2.24661
70;47.740189;3.605225
50;49.872571;4.37816
50;49.33497;2.19774
80;49.217701;2.231924
70;48.706823;4.655652
90;49.45186;2.099796
90;49.249471;2.481862
50;49.437224;2.071638
50;48.76507;2.491458
90;48.204396;1.939929
90;48.761577;-0.682759
80;49.528186;1.847365
90;46.379674;5.807051
90;47.93623;3.234941
90;47.953805;3.308807
50;49.457949;2.213062
70;48.968113;6.297874
80;49.55166;-1.757078
80;49.44409;-1.710101
80;49.315404;2.62642
50;50.713072;2.631861
50;48.910063;2.385904
50;50.176937;2.45608
80;48.83661;-1.466605
50;50.350422;3.060967
70;47.872881;-2.494171
90;48.344071;4.205523
50;49.53573;1.869624
50;49.592112;3.112447
80;48.987933;6.338204
80;48.997135;6.470796
50;49.29369;2.604695
50;48.679266;1.966077
50;49.598758;1.95497
90;48.57775;-0.34848
50;46.81885;3.0279
90;46.939843;6.20864
50;49.248011;1.553135
50;48.883957;2.487637
50;48.951696;2.338835
50;49.068092;1.172753
70;48.705725;4.660238
80;49.586639;2.137984
50;48.745702;2.020779
80;48.742412;2.051544
80;47.249729;5.088448
50;48.571047;7.786938
50;48.427032;7.658851
50;48.926333;2.351387
70;49.63208;0.809839
50;50.176387;3.952864
80;48.01728;-2.79402
80;47.793029;-3.340931
80;47.887885;-3.339653
70;49.076334;6.528353
90;48.364078;0.563328
80;49.057661;6.561798
80;49.090724;6.509788
70;49.257493;1.716972
70;48.731288;2.239776
80;48.727623;2.548477
50;47.984455;3.732736
50;48.749116;-0.017789
80;49.018765;6.201986
50;49.137177;5.43413
70;48.784402;2.565264
90;48.364747;0.651123
90;48.799942;-0.243727
90;47.099447;6.043021
80;49.118258;6.762686
90;48.555919;0.55757
70;49.11173;6.703765
90;49.110561;6.719677
70;49.44235;5.949428
70;49.457781;5.961199
70;48.707931;1.916715
70;48.694;1.90784
90;47.430231;-0.71572
50;47.969955;2.756226
80;47.39747;0.90565
80;49.076968;7.380167
80;49.104748;7.322319
80;48.040975;-2.890992
70;48.79843;0.415229
90;48.61569;-0.39868
90;47.965503;3.463669
70;48.704496;0.615452
90;48.619317;0.58774
70;49.137576;5.429741
90;48.35676;2.988073
90;48.157706;4.244522
90;48.098396;4.379108
80;49.947583;3.238622
90;47.308402;6.188451
80;49.466625;3.348233
90;48.958164;2.844165
70;47.411023;2.042291
90;48.893587;-1.507033
70;50.667435;3.150957
70;50.665745;3.147975
90;46.680524;4.873108
50;48.647945;2.418335
50;48.889895;2.271737
50;50.457547;3.206144
50;50.224185;3.398156
50;49.404886;2.841111
70;47.564839;0.549198
50;47.897898;1.882814
80;46.868507;1.802207
90;48.53143;-0.65408
50;49.201719;6.160484
80;49.314046;6.157456
50;50.280626;3.929437
70;49.81817;3.876716
50;49.504281;1.991124
90;46.366438;-1.417226
90;47.782055;-0.708638
70;48.816426;-0.605586
90;48.75741;0.69491
50;49.219688;6.16275
70;49.098283;6.118039
70;47.850759;1.735944
80;48.245844;4.024201
90;48.49131;3.857766
90;48.482699;3.494158
80;48.203635;4.004175
70;50.108891;3.518681
50;48.991294;2.201433
90;49.05364;7.328963
50;48.642791;1.858828
50;49.610439;2.132698
50;50.736283;3.171634
50;50.744143;3.172812
50;50.627629;3.031883
50;50.661937;3.067525
50;48.593806;-2.104697
80;49.492572;0.75171
50;48.958025;4.323224
50;49.009483;3.904065
90;46.709428;1.872047
90;49.001946;2.385032
70;48.683125;6.139761
50;48.740446;4.392449
70;48.920963;4.41811
80;49.74003;0.774394
50;49.527811;0.720548
50;47.562845;5.211899
50;46.980646;5.318074
50;48.959419;2.301868
90;48.023591;-0.733843
70;50.152038;1.819813
80;48.837061;-1.502905
80;49.8971;2.486921
80;46.976229;6.341317
90;48.279629;3.218254
90;48.162086;3.301739
50;50.621475;3.059611
50;50.142871;3.373131
50;49.211898;2.051946
50;49.258786;2.3319
70;49.229727;4.032641
50;49.155355;3.110999
80;49.544948;2.680997
50;46.9967;3.166808
50;49.395326;3.903851
90;48.07803;3.29971
50;49.033808;5.435336
70;48.508365;-2.609947
50;48.22799;3.266476
50;47.93012;-1.941823
50;48.850138;2.556493
50;49.422011;2.845068
50;48.957512;2.38259
50;49.289202;4.233755
50;48.239865;4.698477
50;46.641784;5.5014
70;46.332601;4.84335
70;47.270418;5.001393
50;48.184984;3.439956
90;49.119659;6.215011
50;49.124228;6.26041
90;47.95532;3.45368
70;49.389508;2.787347
90;48.390224;2.690017
90;48.410662;2.68315
90;47.493;-0.763068
80;47.379614;-0.75338
90;47.286971;-0.650082
50;46.965437;3.157061
50;47.118904;3.229668
50;49.51184;1.96737
90;47.842197;-0.650555
90;47.9658;-0.582048
50;48.991506;1.990234
90;47.385085;5.034366
70;46.628121;3.741084
70;49.203813;2.267456
50;46.803743;1.694379
80;47.07487;5.45915
80;49.15766;1.88252
80;50.503213;1.766144
80;50.32093;1.75033
50;49.685038;3.70768
90;48.842051;-0.770628
80;49.750861;2.817189
80;49.310455;3.634262
80;46.888863;5.729288
80;49.524869;3.753913
50;49.817524;4.585969
50;47.089297;2.391151
90;48.548716;2.755637
90;50.7366;1.874708
50;48.166655;6.776211
80;48.932176;1.11301
80;49.753001;2.183142
50;46.995237;3.132689
50;44.211165;-1.260575
70;43.28697;5.42486
90;44.844571;-0.50204
80;46.120768;-1.035872
80;46.060822;-0.939524
90;45.775194;-0.695512
90;45.690327;-1.024006
80;45.57312;-0.7602
90;45.104264;0.836593
80;45.172394;3.524655
80;45.123921;3.707258
90;45.147426;3.503579
80;45.14216;3.92018
90;45.209832;3.817237
80;44.347279;0.107304
80;44.430941;0.9781
90;45.984131;3.184067
90;45.937912;3.342008
80;45.766571;3.14858
90;45.858913;2.926745
70;46.031722;3.07987
50;45.762487;3.119246
80;43.308444;-1.357057
80;43.239133;-0.265683
80;45.52602;6.18964
80;45.533508;6.123925
80;45.50463;6.306556
80;45.461352;5.811667
70;45.77706;5.94337
80;45.703531;5.784344
80;45.914775;6.082399
80;45.766087;6.248274
70;46.00177;6.005227
90;43.782304;1.988357
80;43.5664;1.896611
80;43.587475;1.7993
80;44.066723;1.417131
80;44.169067;1.580964
90;44.102876;1.463144
80;43.954595;1.205954
80;43.894251;1.305459
70;46.164169;0.960131
70;46.051692;1.118455
80;45.767661;1.291192
80;45.891697;1.255308
80;46.171567;0.950086
50;46.092215;0.838483
50;45.814624;1.253863
80;43.141804;2.297964
80;43.127427;3.060141
90;43.306661;3.442378
90;43.494099;3.776113
90;43.38266;3.306284
80;43.423819;3.55176
80;43.423819;3.700058
80;42.906332;3.000034
80;43.083293;2.943681
80;43.142412;3.051038
80;43.785324;4.925768
80;43.675504;5.092602
80;43.846771;4.930531
80;43.530969;4.959883
80;43.542804;4.955922
80;43.405139;5.2829
90;44.195577;4.133771
80;43.706106;4.560633
80;43.887223;4.50051
80;43.701228;4.450751
80;43.775638;4.336144
80;43.745847;4.300589
80;45.561504;4.14378
70;45.368879;4.306248
80;45.29283;4.619286
70;45.738268;4.094343
80;44.713257;3.830981
50;44.661114;3.450678
80;43.89678;5.830689
80;44.076341;6.019879
80;44.260291;5.863888
80;43.857556;5.832163
70;46.318184;2.622072
50;46.418158;-0.191801
90;46.873703;-0.358785
80;47.026481;-0.19585
80;46.663737;-0.613368
90;46.12084;-0.2389
80;46.593969;-0.21562
90;46.917393;-0.196315
80;44.624462;-0.329954
80;44.793916;-0.866622
50;44.663564;-0.384264
80;45.023593;-0.154871
70;44.983219;-0.409646
80;44.11609;5.99328
70;44.57262;4.62361
90;44.44755;4.6846
90;44.941169;4.786779
70;43.306;2.9186
80;43.53641;5.19178
90;43.42639;4.97056
80;43.6549;5.49348
80;43.72219;4.65024
90;43.473122;2.860783
80;43.42333;3.74408
80;43.827277;3.315718
90;43.78758;3.87394
80;44.20592;0.52788
80;44.382215;0.829531
70;44.17174;0.69377
80;44.310262;0.715947
80;44.621;0.3585
80;44.07858;0.36688
80;44.129;0.548
80;44.2589;0.35346
50;44.39854;0.72234
80;44.434;0.262
80;44.28001;3.78204
70;43.49302;6.48663
80;43.88561;4.94633
80;43.757;5.1467
80;43.86528;4.99709
50;43.92197;4.80944
80;43.971445;5.019848
90;43.27574;6.07178
80;44.16257;4.56157
90;45.20905;1.68252
90;43.38478;6.04887
70;43.472033;5.868703
90;43.125;6.17853
90;43.33468;6.08662
80;46.82493;0.6463
90;45.1388;1.8813
80;44.33669;3.02821
90;46.4052;0.39163
80;43.489239;5.631962
50;44.47492;4.35969
90;43.85732;1.92803
90;43.448037;6.485267
70;43.23483;6.61068
70;42.99;0.63
80;43.46536;1.2779
80;43.88736;4.031201
80;43.755606;1.362647
90;43.370267;6.596293
90;43.382166;6.589833
50;43.928;4.8421
80;44.06161;4.97622
80;44.115;4.2819
90;43.977492;2.087834
80;43.94728;5.027858
70;43.96172;2.17169
80;44.462811;0.692439
80;44.363839;0.454872
70;45.22226;1.42767
90;45.12362;1.55456
90;43.68225;1.85319
90;43.75564;1.83712
90;43.748;1.7308
80;43.856;4.2457
80;44.182117;4.04765
90;43.469929;2.538703
80;46.631226;0.242608
70;46.555377;0.335915
70;46.75886;0.197327
80;45.598721;4.265287
50;45.556919;4.285689
70;43.778521;4.289978
80;43.75202;4.2716
70;43.46272;6.6323
80;43.87278;1.83694
90;43.9196;1.60429
80;43.91218;1.38433
80;43.803;1.2919
80;43.81315;1.1969
80;43.9693;4.74375
80;44.00026;4.73763
80;43.68103;1.25909
80;43.39407;1.42984
80;43.767;1.4068
50;44.43257;4.18985
70;44.62108;4.39633
90;45.287764;4.732898
70;43.017;0.6188
80;44.05884;6.2068
50;43.738971;7.412457
50;43.74378;7.4211
50;43.74849;7.42505
50;43.75454;7.44092
50;43.75767;7.44895
50;43.76061;7.475353
80;45.13225;2.97278
90;45.296654;2.39201
80;44.42468;4.73459
80;44.748274;5.011973
80;45.2242;4.81691
80;44.72395;4.95802
80;45.13142;5.04594
90;44.633799;4.770384
80;44.832364;4.904407
80;45.04868;4.99104
80;43.951;3.796
70;43.31488;1.5076
80;43.077;0.6372
90;45.875;5.3577
80;45.737521;5.232971
80;45.351548;4.897465
80;43.85506;-0.41901
80;43.54221;-0.94774
90;44.15049;-0.28801
90;43.67751;-1.256907
80;43.971;-0.2927
70;44.452;-1.1068
90;45.271616;3.915253
90;45.25345;4.232068
90;45.058022;3.833134
90;45.266111;4.150569
70;45.292876;4.141844
90;45.16322;4.07776
90;43.513;2.066
70;43.89822;2.39078
80;44.218558;1.51663
80;43.816;1.2489
80;43.99464;1.3148
80;44.092;1.0115
80;43.93981;1.21917
80;43.807487;1.321547
80;43.976563;1.467901
50;44.12464;1.151055
80;42.995;1.1971
80;43.19666;1.60989
80;43.948812;4.675428
90;45.34614;5.50762
90;45.359;5.438
70;45.05042;5.78997
90;45.41662;5.33245
70;45.468235;5.991773
50;45.35878;5.9977
80;45.31475;5.51358
80;43.356944;-1.73538
90;44.293;1.8688
90;43.956499;1.440531
80;42.917;1.6385
80;43.02396;1.58974
80;43.16689;-0.44131
90;45.261934;5.526534
90;45.468368;5.581644
50;45.508744;5.5961
80;45.12879;5.77781
70;45.567867;5.355874
80;43.506685;-0.865088
80;43.160875;-0.478433
80;46.268588;3.489024
90;45.643195;0.210116
70;45.630484;0.134056
90;45.670441;0.03285
90;46.065228;0.675529
90;43.767355;2.040141
80;46.65387;-0.09421
80;44.202664;-0.26936
90;45.484427;1.389889
50;44.51196;1.370473
50;46.122684;1.063689
90;44.391676;2.383764
90;44.238916;0.497317
70;43.096309;1.878714
80;44.427711;1.433312
90;46.248606;3.696531
80;44.335018;4.947196
80;45.958132;-0.942167
90;46.58836;2.616991
80;43.339936;1.875348
70;44.506;6.1607
70;45.867697;4.544748
70;46.044218;5.884905
80;44.47583;6.03457
50;46.221959;1.919233
80;44.26005;0.73406
90;46.32208;2.86727
90;46.18971;3.48825
80;44.66073;6.6048
80;44.645;6.5753
90;44.32319;5.7988
80;44.57728;6.15396
80;44.52951;6.3634
90;45.59444;-0.3173
70;45.42;4.4104
50;46.13821;4.10841
90;43.5574;0.61058
90;43.457;0.882
80;44.646393;1.996268
70;44.16142;0.61949
90;45.919944;-0.525631
80;44.16161;0.307942
70;46.299686;-0.057254
80;45.85061;5.297659
80;46.007587;5.175643
80;45.884252;5.168779
50;43.28486;5.438574
70;46.306553;6.066132
70;45.780178;5.469646
80;43.860749;5.215975
80;42.433925;1.960969
90;42.782131;2.987636
50;45.954971;5.331798
90;42.526389;3.061327
80;42.548079;2.931065
50;46.161141;5.599386
50;44.851819;0.0294
90;45.12523;0.897203
90;43.42321;0.049532
80;46.048971;4.870893
80;46.312861;5.304638
50;46.078022;5.427564
50;45.851921;5.753084
80;46.264996;6.317059
50;43.567908;1.41288
70;46.3188;-0.99235
80;45.755096;6.279981
90;45.127939;1.334733
90;44.526693;4.338627
80;45.668451;4.579963
90;45.019798;3.839824
90;45.381657;1.671364
50;44.959829;-0.608339
80;45.0321;0.31618
50;43.489878;-1.534239
90;43.277885;3.285535
50;45.801777;-0.134971
90;43.674293;-0.093419
90;43.242879;-0.006538
90;45.969184;1.788304
90;43.53727;0.996454
80;44.539815;0.297204
70;43.65796;7.18506
80;46.098988;5.310093
90;44.737894;4.643321
80;46.412154;4.926931
70;43.657725;7.184124
80;45.885535;4.91831
80;46.264194;5.016905
80;46.145499;-0.718432
